model	instrument	type	category	cat_value	standardized	date	fit	se	lwr	upr	period_duration	period_text	obs_month_period	obs_timeseries
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	18-29 Jahre	TRUE	2023-06-01	11.0193759202957	2.20028664916754	7.38785117864609	16.1251783370972	3_Monate	Mitte April bis Mitte Juli	233	4994
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	18-29 Jahre	TRUE	2023-07-01	16.205820441246	4.62497286498547	9.02549847960472	27.3793429136276	3_Monate	Mitte Mai bis Mitte August	225	4994
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	18-29 Jahre	TRUE	2023-08-01	16.1231622099876	5.70998042821884	7.75124430656433	30.5434763431549	3_Monate	Mitte Juni bis Mitte September	237	4994
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	18-29 Jahre	TRUE	2023-09-01	17.5691515207291	5.31176179647446	9.40908566117287	30.4289907217026	3_Monate	Mitte Juli bis Mitte Oktober	247	4994
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	18-29 Jahre	TRUE	2023-10-01	21.9274714589119	4.37495373189449	14.5445451140404	31.6691845655441	3_Monate	Mitte August bis Mitte November	254	4994
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	18-29 Jahre	TRUE	2023-11-01	18.8304394483566	3.78934592008591	12.4883159995079	27.3854702711105	3_Monate	Mitte September bis Mitte Dezember	251	4994
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	18-29 Jahre	TRUE	2023-12-01	25.1643151044846	4.80856783688068	16.9337660074234	35.6770873069763	3_Monate	Mitte Oktober bis Mitte Januar	193	4994
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	18-29 Jahre	TRUE	2024-01-01	19.6911126375198	5.89580796658993	10.56047976017	33.7382227182388	3_Monate	Mitte November bis Mitte Februar	176	4994
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2021-04-01	NA	NA	NA	NA	2_Monate	Mitte Februar bis Mitte Mai	373	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2021-05-01	NA	NA	NA	NA	2_Monate	Mitte März bis Mitte Juni	373	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2021-06-01	9.12130773067474	2.27887909859419	5.53184971213341	14.6779775619507	2_Monate	Mitte April bis Mitte Juli	280	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2021-07-01	9.00980085134506	2.42570042610168	5.25321029126644	15.026693046093	2_Monate	Mitte Mai bis Mitte August	396	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2021-08-01	8.55675712227821	1.95654723793268	5.42133823037148	13.2514670491219	3_Monate	Mitte Juni bis Mitte September	570	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2021-09-01	6.64386823773384	1.62673816084862	4.08252291381359	10.6340251863003	3_Monate	Mitte Juli bis Mitte Oktober	615	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2021-10-01	7.39078596234322	1.7421068623662	4.62202876806259	11.616125702858	3_Monate	Mitte August bis Mitte November	491	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2021-11-01	NA	NA	NA	NA	3_Monate	Mitte September bis Mitte Dezember	449	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2021-12-01	NA	NA	NA	NA	2_Monate	Mitte Oktober bis Mitte Januar	282	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2022-01-01	NA	NA	NA	NA	2_Monate	Mitte November bis Mitte Februar	166	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2022-02-01	14.8780837655067	3.3731147646904	9.39595326781273	22.7554634213448	2_Monate	Mitte Dezember bis Mitte März	333	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2022-03-01	11.7556750774384	2.25497558712959	8.0038920044899	16.9422149658203	3_Monate	Mitte Januar bis Mitte April	652	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2022-04-01	11.407408118248	1.72623414546251	8.43570381402969	15.2516022324562	3_Monate	Mitte Februar bis Mitte Mai	1037	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2022-05-01	8.42449218034744	1.26519948244095	6.25352412462234	11.2586177885532	3_Monate	Mitte März bis Mitte Juni	1230	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2022-06-01	12.0560437440872	1.60617772489786	9.24527645111084	15.5746966600418	3_Monate	Mitte April bis Mitte Juli	1327	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2022-07-01	13.2805600762367	1.6161847859621	10.4198299348354	16.7795792222023	3_Monate	Mitte Mai bis Mitte August	1416	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2022-08-01	15.1204869151115	1.68862026184797	12.0993174612522	18.7352448701859	3_Monate	Mitte Juni bis Mitte September	1441	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2022-09-01	13.7445703148842	1.44475288689137	11.1499167978764	16.8286547064781	3_Monate	Mitte Juli bis Mitte Oktober	1507	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2022-10-01	12.5750571489334	1.35256554931402	10.1542599499226	15.4735818505287	3_Monate	Mitte August bis Mitte November	1524	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2022-11-01	13.9794796705246	1.34631218388677	11.5430980920792	16.8322503566742	3_Monate	Mitte September bis Mitte Dezember	1572	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2022-12-01	12.939028441906	1.35464239865541	10.5076089501381	15.8335268497467	3_Monate	Mitte Oktober bis Mitte Januar	1555	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2023-01-01	15.6120985746384	1.45855769515038	12.9615440964699	18.6882942914963	3_Monate	Mitte November bis Mitte Februar	1647	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2023-02-01	13.4556457400322	1.40818292275071	10.9265394508839	16.4619594812393	3_Monate	Mitte Dezember bis Mitte März	1659	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2023-03-01	14.4260808825493	1.3856447301805	11.9167603552341	17.3596560955048	3_Monate	Mitte Januar bis Mitte April	1700	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2023-04-01	13.8495877385139	1.63653027266264	10.9420962631702	17.3788875341415	3_Monate	Mitte Februar bis Mitte Mai	1246	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2023-05-01	14.9804323911667	2.14786529541016	11.2379036843777	19.6928054094315	3_Monate	Mitte März bis Mitte Juni	827	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2023-06-01	14.4054040312767	2.87894755601883	9.62464958429337	21.0088267922401	3_Monate	Mitte April bis Mitte Juli	473	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2023-07-01	13.8461083173752	3.01255006343126	8.92276540398598	20.8637148141861	3_Monate	Mitte Mai bis Mitte August	447	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2023-08-01	16.7475372552872	3.20600569248199	11.3618366420269	23.9950567483902	3_Monate	Mitte Juni bis Mitte September	450	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2023-09-01	17.0683145523071	2.85880453884602	12.1678002178669	23.4163016080856	3_Monate	Mitte Juli bis Mitte Oktober	437	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2023-10-01	14.8842439055443	2.64392271637917	10.4075118899345	20.8387225866318	3_Monate	Mitte August bis Mitte November	447	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2023-11-01	12.7544090151787	2.17107050120831	9.06890630722046	17.6469907164574	3_Monate	Mitte September bis Mitte Dezember	422	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2023-12-01	11.5113362669945	2.43266671895981	7.53257721662521	17.2007635235786	3_Monate	Mitte Oktober bis Mitte Januar	324	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	FALSE	2024-01-01	17.130734026432	3.27708460390568	11.6208456456661	24.528032541275	3_Monate	Mitte November bis Mitte Februar	299	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2021-04-01	NA	NA	NA	NA	2_Monate	Mitte Februar bis Mitte Mai	373	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2021-05-01	NA	NA	NA	NA	2_Monate	Mitte März bis Mitte Juni	373	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2021-06-01	10.3324599564075	3.09455208480358	5.64941763877869	18.150682747364	2_Monate	Mitte April bis Mitte Juli	280	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2021-07-01	9.87339690327644	3.31138521432877	5.0176702439785	18.5122847557068	2_Monate	Mitte Mai bis Mitte August	396	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2021-08-01	9.7145639359951	2.70424336194992	5.553263053298	16.4509639143944	3_Monate	Mitte Juni bis Mitte September	570	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2021-09-01	6.60178884863853	1.94517727941275	3.66909988224506	11.5963749587536	3_Monate	Mitte Juli bis Mitte Oktober	615	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2021-10-01	7.54174068570137	2.19664257019758	4.2138647288084	13.1373286247253	3_Monate	Mitte August bis Mitte November	491	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2021-11-01	NA	NA	NA	NA	3_Monate	Mitte September bis Mitte Dezember	449	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2021-12-01	NA	NA	NA	NA	2_Monate	Mitte Oktober bis Mitte Januar	282	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2022-01-01	NA	NA	NA	NA	2_Monate	Mitte November bis Mitte Februar	166	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2022-02-01	16.0597056150436	4.30605411529541	9.28049460053444	26.3524949550629	2_Monate	Mitte Dezember bis Mitte März	333	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2022-03-01	12.0664820075035	2.77919601649046	7.58917257189751	18.6520799994469	3_Monate	Mitte Januar bis Mitte April	652	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2022-04-01	11.956112831831	2.14043166488409	8.35454240441322	16.825245320797	3_Monate	Mitte Februar bis Mitte Mai	1037	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2022-05-01	8.54268819093704	1.53573574498296	5.97456209361553	12.0729647576809	3_Monate	Mitte März bis Mitte Juni	1230	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2022-06-01	12.93885409832	2.02103666961193	9.46599990129471	17.4403741955757	3_Monate	Mitte April bis Mitte Juli	1327	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2022-07-01	13.8317257165909	1.98659170418978	10.3769548237324	18.2030722498894	3_Monate	Mitte Mai bis Mitte August	1416	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2022-08-01	15.5311405658722	2.10172273218632	11.8414431810379	20.1082840561867	3_Monate	Mitte Juni bis Mitte September	1441	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2022-09-01	13.6807695031166	1.78187824785709	10.5476789176464	17.5618022680283	3_Monate	Mitte Juli bis Mitte Oktober	1507	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2022-10-01	12.219825387001	1.67536400258541	9.29699763655663	15.9004598855972	3_Monate	Mitte August bis Mitte November	1524	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2022-11-01	14.4146054983139	1.73979196697474	11.3279081881046	18.1700378656387	3_Monate	Mitte September bis Mitte Dezember	1572	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2022-12-01	13.5825976729393	1.84846092015505	10.3488050401211	17.628188431263	3_Monate	Mitte Oktober bis Mitte Januar	1555	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2023-01-01	17.4997597932816	2.00287140905857	13.9132127165794	21.776969730854	3_Monate	Mitte November bis Mitte Februar	1647	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2023-02-01	15.2611002326012	1.92706156522036	11.8539951741695	19.4316029548645	3_Monate	Mitte Dezember bis Mitte März	1659	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2023-03-01	16.4727985858917	1.86417009681463	13.1357729434967	20.4579085111618	3_Monate	Mitte Januar bis Mitte April	1700	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2023-04-01	15.5507743358612	2.22690775990486	11.666526645422	20.4291552305222	3_Monate	Mitte Februar bis Mitte Mai	1246	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2023-05-01	16.5239945054054	2.95137725770473	11.5156933665276	23.1408178806305	3_Monate	Mitte März bis Mitte Juni	827	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2023-06-01	15.2356758713722	4.03587184846401	8.87704193592072	24.904191493988	3_Monate	Mitte April bis Mitte Juli	473	9489
3_Monate_Anteile	GAD-2	kategorial	Altersgruppe	30-44 Jahre	TRUE	2023-07-01	15.0748759508133	4.12145592272282	8.62970128655434	25.015789270401	3_Monate	Mitte Mai bis Mitte August	447	9489
